"Customer Reference Number","Customer Name","Load ID","Load Group","Load Created Date","Order Number","Billable Total Rate","Load Closed Date","Load Status"
"3000009257","PT TIRTA INVESTAMA","58860408","SURABAYA LOG PACK","08/01/2022 14:35","S22010800150","2,155,000.00","10/01/2022 15:52","Completed"
"3000009257","PT TIRTA INVESTAMA","58860409","SURABAYA RENTAL TRIP","08/01/2022 14:36","S22010800149","1,200,000.00","11/01/2022 14:30","Completed"
"3000009257","PT TIRTA INVESTAMA","58860410","SURABAYA LOG PACK","08/01/2022 14:37","S21123107018","450,000.00","14/01/2022 15:28","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58860411","SURABAYA LOG PACK","08/01/2022 14:37","40543904","3,850,000.00","17/01/2022 16:33","Completed"
"3000009257","PT TIRTA INVESTAMA","58860412","SURABAYA LOG PACK","08/01/2022 14:37","S21123107014","450,000.00","14/01/2022 15:49","Completed"
"3000009257","PT TIRTA INVESTAMA","58860413","SURABAYA LOG PACK","08/01/2022 14:38","S21123107021","450,000.00","14/01/2022 15:41","Completed"
"3000009257","PT TIRTA INVESTAMA","58860414","SURABAYA LOG PACK","08/01/2022 14:39","S21123107017","450,000.00","14/01/2022 15:30","Completed"
"3000009257","PT TIRTA INVESTAMA","58860415","SURABAYA LOG PACK","08/01/2022 14:39","S21123107015","450,000.00","14/01/2022 17:20","Completed"
"3000009257","PT TIRTA INVESTAMA","58860418","SURABAYA LOG PACK","08/01/2022 14:40","S21123107023","450,000.00","14/01/2022 15:21","Completed"
"3000009257","PT TIRTA INVESTAMA","58860419","SURABAYA LOG PACK","08/01/2022 14:41","S22010712655","450,000.00","14/01/2022 17:22","Completed"
"3000009257","PT TIRTA INVESTAMA","58860422","SURABAYA RENTAL TRIP","08/01/2022 14:45","S22010800145","1.00","14/01/2022 14:33","Completed"
"3000009257","PT TIRTA INVESTAMA","58860424","SURABAYA RENTAL TRIP","08/01/2022 14:47","S22010800144","1.00","10/01/2022 16:26","Completed"
"3000009257","PT TIRTA INVESTAMA","58860424","SURABAYA RENTAL TRIP","08/01/2022 14:47","S22010800146","1.00","10/01/2022 16:26","Completed"
"3000009257","PT TIRTA INVESTAMA","58860424","SURABAYA RENTAL TRIP","08/01/2022 14:47","S22010800147","1.00","10/01/2022 16:26","Completed"
"3000016749","GREENFIELDS DAIRY INDONESIA","58860425","SURABAYA LOG PACK","08/01/2022 14:48","GD3221700208/0080141663","2,650,000.00","19/01/2022 10:47","Completed"
"3000016749","GREENFIELDS DAIRY INDONESIA","58860510","SURABAYA LOG PACK","08/01/2022 15:26","GD3221700191/0080141646","2,650,000.00","28/01/2022 13:25","Completed"
"3000008809","IDLE CAP","58860771","SURABAYA LOG PACK","08/01/2022 21:01","KOSB9083BEV08","1.00","24/01/2022 11:21","Completed"
"3000009257","PT TIRTA INVESTAMA","58860933","SURABAYA LOG PACK","09/01/2022 16:46","S22010800151","1,210,000.00","10/01/2022 16:35","Completed"
"3000021761","PT. ANUGERAH MITRA ANANTA","58862710","SURABAYA RENTAL TRIP","10/01/2022 09:51","SUB/22/01/0045","1.00","18/01/2022 13:23","Completed"
"3000021761","PT. ANUGERAH MITRA ANANTA","58862711","SURABAYA RENTAL TRIP","10/01/2022 09:57","SUB/22/01/0046","1.00","17/01/2022 11:31","Completed"
"3000009257","PT TIRTA INVESTAMA","58862712","SURABAYA TIV IMPORT","10/01/2022 10:04","5043310330","1.00","13/01/2022 13:51","Completed"
"3000009257","PT TIRTA INVESTAMA","58862713","SURABAYA TIV IMPORT","10/01/2022 10:06","5043310621","1.00","12/01/2022 14:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58862714","SURABAYA TIV IMPORT","10/01/2022 10:06","5043294572","1.00","12/01/2022 14:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58862715","SURABAYA TIV IMPORT","10/01/2022 10:07","5043289471","1.00","12/01/2022 14:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58862716","SURABAYA TIV IMPORT","10/01/2022 10:07","5043276136","1.00","10/01/2022 13:11","Completed"
"3000009257","PT TIRTA INVESTAMA","58862717","SURABAYA TIV IMPORT","10/01/2022 10:07","5043304657","1.00","18/01/2022 11:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58862718","SURABAYA TIV IMPORT","10/01/2022 10:09","5043314336","3,762,000.00","18/01/2022 13:10","Completed"
"3000021761","PT. ANUGERAH MITRA ANANTA","58862720","SURABAYA RENTAL TRIP","10/01/2022 10:19","SUB/22/01/0047","1.00","12/01/2022 15:34","Completed"
"3000009257","PT TIRTA INVESTAMA","58862775","SURABAYA TIV LOKAL","10/01/2022 10:57","5043302081","1.00","18/01/2022 11:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58862776","SURABAYA TIV LOKAL","10/01/2022 10:58","5043296663","1.00","18/01/2022 11:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58862777","SURABAYA TIV LOKAL","10/01/2022 10:58","5043301430","2,720,000.00","25/01/2022 10:39","Completed"
"3000009257","PT TIRTA INVESTAMA","58862785","SURABAYA LOG PACK","10/01/2022 11:30","S22010300126","2,155,000.00","10/01/2022 16:05","Completed"
"3000009257","PT TIRTA INVESTAMA","58862800","SURABAYA LOG PACK","10/01/2022 11:35","S22010300127","1,505,000.00","10/01/2022 15:37","Completed"
"3000009257","PT TIRTA INVESTAMA","58862801","SURABAYA RENTAL TRIP","10/01/2022 11:36","S22010300128","1,150,000.00","10/01/2022 15:40","Completed"
"3000009257","PT TIRTA INVESTAMA","58862802","SURABAYA LOG PACK","10/01/2022 11:37","S22010300089","450,000.00","10/01/2022 15:29","Completed"
"3000009257","PT TIRTA INVESTAMA","58862803","SURABAYA RENTAL TRIP","10/01/2022 11:40","S22010300186","1.00","10/01/2022 15:42","Completed"
"3000009257","PT TIRTA INVESTAMA","58862807","SURABAYA RENTAL TRIP","10/01/2022 11:43","S22010300187","1.00","10/01/2022 16:29","Completed"
"3000009257","PT TIRTA INVESTAMA","58862807","SURABAYA RENTAL TRIP","10/01/2022 11:43","S22010300188","1.00","10/01/2022 16:29","Completed"
"3000009257","PT TIRTA INVESTAMA","58862807","SURABAYA RENTAL TRIP","10/01/2022 11:43","S22010300189","1.00","10/01/2022 16:29","Completed"
"3000009257","PT TIRTA INVESTAMA","58863042","SURABAYA LOG PACK","10/01/2022 11:47","S21123107033","7,400,000.00","11/01/2022 10:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58863072","SURABAYA RENTAL TRIP","10/01/2022 11:51","S22010400092","1,200,000.00","10/01/2022 16:08","Completed"
"3000009257","PT TIRTA INVESTAMA","58863076","SURABAYA LOG PACK","10/01/2022 11:56","S22010400091","1,505,000.00","10/01/2022 16:41","Completed"
"3000009257","PT TIRTA INVESTAMA","58863078","SURABAYA LOG PACK","10/01/2022 11:57","S21123107019","450,000.00","11/01/2022 14:52","Completed"
"3000009257","PT TIRTA INVESTAMA","58863083","SURABAYA LOG PACK","10/01/2022 11:58","S21123107031","450,000.00","11/01/2022 14:47","Completed"
"3000009257","PT TIRTA INVESTAMA","58863085","SURABAYA LOG PACK","10/01/2022 11:59","S21123107020","450,000.00","11/01/2022 14:58","Completed"
"3000009257","PT TIRTA INVESTAMA","58863088","SURABAYA RENTAL TRIP","10/01/2022 12:00","S22010400144","1.00","10/01/2022 16:02","Completed"
"3000009257","PT TIRTA INVESTAMA","58863088","SURABAYA RENTAL TRIP","10/01/2022 12:00","S22010400146","1.00","10/01/2022 16:02","Completed"
"3000009257","PT TIRTA INVESTAMA","58863088","SURABAYA RENTAL TRIP","10/01/2022 12:00","S22010400145","1.00","10/01/2022 16:02","Completed"
"3000009257","PT TIRTA INVESTAMA","58863089","SURABAYA RENTAL TRIP","10/01/2022 12:01","S22010400143","1.00","10/01/2022 16:31","Completed"
"3000009257","PT TIRTA INVESTAMA","58863154","SURABAYA LOG PACK","10/01/2022 12:05","S22010500170","1,260,000.00","10/01/2022 16:37","Completed"
"3000009257","PT TIRTA INVESTAMA","58863157","SURABAYA RENTAL TRIP","10/01/2022 12:06","S22010500072","1,150,000.00","10/01/2022 15:54","Completed"
"3000009257","PT TIRTA INVESTAMA","58863158","SURABAYA LOG PACK","10/01/2022 12:07","S21123107013","450,000.00","11/01/2022 14:20","Completed"
"3000009257","PT TIRTA INVESTAMA","58863159","SURABAYA LOG PACK","10/01/2022 12:07","S21123107029","450,000.00","11/01/2022 14:23","Completed"
"3000009257","PT TIRTA INVESTAMA","58863160","SURABAYA LOG PACK","10/01/2022 12:08","S22010500071","1,505,000.00","11/01/2022 14:34","Completed"
"3000009257","PT TIRTA INVESTAMA","58863162","SURABAYA RENTAL TRIP","10/01/2022 12:10","S22010500138","1.00","10/01/2022 15:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58863162","SURABAYA RENTAL TRIP","10/01/2022 12:10","S22010500141","1.00","10/01/2022 15:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58863162","SURABAYA RENTAL TRIP","10/01/2022 12:10","S22010500140","1.00","10/01/2022 15:56","Completed"
"3000009257","PT TIRTA INVESTAMA","58863163","SURABAYA RENTAL TRIP","10/01/2022 12:11","S22010500139","1.00","10/01/2022 16:33","Completed"
"3000009257","PT TIRTA INVESTAMA","58863163","SURABAYA RENTAL TRIP","10/01/2022 12:11","S22010500142","1.00","10/01/2022 16:33","Completed"
"3000004389","PT. PETROKIMIA GRESIK","58863164","SURABAYA LOG BULK","10/01/2022 12:12","0082550766","3,360,000.00","18/01/2022 09:21","Completed"
"3000004389","PT. PETROKIMIA GRESIK","58863169","SURABAYA LOG BULK","10/01/2022 12:13","0082549535","1,120,000.00","18/01/2022 09:21","Completed"
"3000009257","PT TIRTA INVESTAMA","58863171","SURABAYA LOG PACK","10/01/2022 12:13","S22010600129","1,550,000.00","10/01/2022 16:22","Completed"
"3000009257","PT TIRTA INVESTAMA","58863172","SURABAYA RENTAL TRIP","10/01/2022 12:14","S22010600130","1,300,000.00","10/01/2022 15:50","Completed"
"3000009257","PT TIRTA INVESTAMA","58863174","SURABAYA LOG PACK","10/01/2022 12:15","S22010600128","1,210,000.00","11/01/2022 14:32","Completed"
"3000009257","PT TIRTA INVESTAMA","58863175","SURABAYA LOG PACK","10/01/2022 12:16","S21123107016","450,000.00","14/01/2022 15:33","Completed"
"3000009257","PT TIRTA INVESTAMA","58863176","SURABAYA LOG PACK","10/01/2022 12:17","S21123107024","450,000.00","14/01/2022 15:37","Completed"
"3000009257","PT TIRTA INVESTAMA","58863178","SURABAYA LOG PACK","10/01/2022 12:18","S21123107027","450,000.00","11/01/2022 14:25","Completed"
"3000009257","PT TIRTA INVESTAMA","58863179","SURABAYA LOG PACK","10/01/2022 12:18","S21123107028","450,000.00","11/01/2022 14:28","Completed"
"3000009257","PT TIRTA INVESTAMA","58863180","SURABAYA LOG PACK","10/01/2022 12:19","S22010500028","7,400,000.00","16/01/2022 23:51","Completed"
"3000008809","IDLE CAP","58863260","SURABAYA LOG PACK","10/01/2022 12:52","KOSB9624PEU10012022","1.00","24/01/2022 11:23","Completed"
"3000008809","IDLE CAP","58863271","SURABAYA LOG PACK","10/01/2022 13:01","KOSB9566PEU10012022","1.00","24/01/2022 11:25","Completed"
"3000008809","IDLE CAP","58863278","SURABAYA LOG PACK","10/01/2022 13:04","KOSB9420UEU10012022","1.00","24/01/2022 11:28","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58863279","SURABAYA LOG PACK","10/01/2022 13:07","40544034","3,417,650.00","21/01/2022 16:45","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58863288","SURABAYA LOG PACK","10/01/2022 13:09","40544022","3,320,600.00","13/01/2022 15:13","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863410","SURABAYA LOG PACK","10/01/2022 13:51","2100419079","1,600,000.00","11/01/2022 17:04","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863411","SURABAYA LOG PACK","10/01/2022 13:51","2100419191","632,000.00","10/01/2022 16:47","Completed"
"3000001618","ECCO TANNERY INDONESIA","58863418","SURABAYA LOG PACK","10/01/2022 13:53","07/I/LINC-ECCO/2022","2,000,000.00","12/01/2022 14:36","Completed"
"3000001618","ECCO TANNERY INDONESIA","58863421","SURABAYA LOG PACK","10/01/2022 13:54","03/I/LINC-ECCO/2022","2,000,000.00","11/01/2022 10:31","Completed"
"3000001618","ECCO TANNERY INDONESIA","58863425","SURABAYA LOG PACK","10/01/2022 13:55","06/I/LINC-ECCO/2022","2,000,000.00","11/01/2022 10:34","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58863781","SURABAYA LOG PACK","10/01/2022 14:40","40543570","7,050,000.00","26/01/2022 16:28","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58863828","SURABAYA LOG PACK","10/01/2022 14:43","40544061","3,153,000.00","13/01/2022 15:55","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58863853","SURABAYA LOG PACK","10/01/2022 14:48","40542362","3,900,000.00","19/01/2022 10:21","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863938","SURABAYA LOG PACK","10/01/2022 14:59","2100419222","1.00","11/01/2022 15:35","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863938","SURABAYA LOG PACK","10/01/2022 14:59","2100419213","420,000.00","11/01/2022 15:35","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863938","SURABAYA LOG PACK","10/01/2022 14:59","2100419214","1.00","11/01/2022 15:35","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863975","SURABAYA LOG PACK","10/01/2022 15:00","2100419249","1,069,000.00","11/01/2022 15:18","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863988","SURABAYA LOG PACK","10/01/2022 15:02","2100419250","420,000.00","11/01/2022 15:13","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863988","SURABAYA LOG PACK","10/01/2022 15:02","2100419252","1.00","11/01/2022 15:13","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863995","SURABAYA LOG PACK","10/01/2022 15:03","2100419307","1.00","11/01/2022 15:37","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58863995","SURABAYA LOG PACK","10/01/2022 15:03","2100419236","363,000.00","11/01/2022 15:37","Completed"
"8000000019","PT CIPTA MAPAN LOGISTIK","58863997","SURABAYA LOG PACK","10/01/2022 15:04","935B","490,000.00","10/01/2022 17:05","Completed"
"3000006280","PT WARU GUNUNG","58864424","SURABAYA LOG PACK","10/01/2022 15:23","8872010098","4,450,000.00","19/01/2022 17:14","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58864615","SURABAYA LOG PACK","10/01/2022 15:37","40544004","1,127,000.00","17/01/2022 15:22","Completed"
"3000008809","IDLE CAP","58864682","SURABAYA LOG PACK","10/01/2022 15:43","KOSB9794PEU10012022","1.00","24/01/2022 11:29","Completed"
"3000007550","PT. NIRWANA LESTARI","58865348","SURABAYA RENTAL TRIP","10/01/2022 16:14","1000368912","883,600.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865363","SURABAYA RENTAL TRIP","10/01/2022 16:15","1000369619","348,500.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865365","SURABAYA RENTAL TRIP","10/01/2022 16:16","1000369624","132,500.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865367","SURABAYA RENTAL TRIP","10/01/2022 16:16","1000369643","283,500.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865375","SURABAYA RENTAL TRIP","10/01/2022 16:17","1000369647","632,000.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865377","SURABAYA RENTAL TRIP","10/01/2022 16:17","1000369654","340,500.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865378","SURABAYA RENTAL TRIP","10/01/2022 16:17","1000369760","544,500.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865379","SURABAYA RENTAL TRIP","10/01/2022 16:17","1000369761","147,000.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865381","SURABAYA RENTAL TRIP","10/01/2022 16:18","1000369762","147,000.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865382","SURABAYA RENTAL TRIP","10/01/2022 16:18","1000369659","248,000.00","12/01/2022 16:32","Completed"
"3000007550","PT. NIRWANA LESTARI","58865385","SURABAYA RENTAL TRIP","10/01/2022 16:18","1000369759","441,900.00","12/01/2022 16:32","Completed"
"3000008809","IDLE CAP","58865680","SURABAYA LOG PACK","10/01/2022 16:35","KOSB9312UT10012022","1.00","24/01/2022 11:34","Completed"
"3000007677","SCIENTEX INDONESIA","58865881","SURABAYA LOG PACK","10/01/2022 16:45","DO-2022-0077","1.00","12/01/2022 08:44","Completed"
"3000007677","SCIENTEX INDONESIA","58865881","SURABAYA LOG PACK","10/01/2022 16:45","DO-2022-0076","882,000.00","12/01/2022 08:44","Completed"
"3000007677","SCIENTEX INDONESIA","58865882","SURABAYA LOG PACK","10/01/2022 16:45","DO-2022-0078","900,000.00","11/01/2022 09:12","Completed"
"3000007677","SCIENTEX INDONESIA","58865890","SURABAYA LOG PACK","10/01/2022 16:45","DO-2022-0080","830,000.00","11/01/2022 15:40","Completed"
"3000007677","SCIENTEX INDONESIA","58865894","SURABAYA LOG PACK","10/01/2022 16:46","DO-2022-0079","900,000.00","11/01/2022 15:38","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58865899","SURABAYA LOG PACK","10/01/2022 16:46","2100419218","1,650,000.00","11/01/2022 15:20","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58865902","SURABAYA LOG PACK","10/01/2022 16:47","2100419223","1,700,000.00","11/01/2022 17:26","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58865905","SURABAYA LOG PACK","10/01/2022 16:47","2100419207","1,172,000.00","12/01/2022 09:00","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58865916","SURABAYA LOG PACK","10/01/2022 16:47","2100419190","363,000.00","11/01/2022 15:19","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58865916","SURABAYA LOG PACK","10/01/2022 16:47","2100419251","1.00","11/01/2022 15:19","Completed"
"8000000019","PT CIPTA MAPAN LOGISTIK","58866010","SURABAYA LOG PACK","10/01/2022 16:57","936B","490,000.00","10/01/2022 17:25","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58866392","SURABAYA LOG PACK","10/01/2022 17:19","2100419271","775,000.00","11/01/2022 15:31","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58866392","SURABAYA LOG PACK","10/01/2022 17:19","2100419297","1.00","11/01/2022 15:31","Completed"
"3000009257","PT TIRTA INVESTAMA","58866490","SURABAYA RENTAL TRIP","10/01/2022 17:26","S22011000140","1,170,000.00","14/01/2022 14:07","Completed"
"3000009257","PT TIRTA INVESTAMA","58866502","SURABAYA LOG PACK","10/01/2022 17:27","S22010712668","450,000.00","14/01/2022 15:12","Completed"
"3000009257","PT TIRTA INVESTAMA","58866617","SURABAYA LOG PACK","10/01/2022 17:29","S22010712653","450,000.00","14/01/2022 15:16","Completed"
"3000009257","PT TIRTA INVESTAMA","58866671","SURABAYA RENTAL TRIP","10/01/2022 17:31","S22011000137","1.00","14/01/2022 14:13","Completed"
"3000009257","PT TIRTA INVESTAMA","58866671","SURABAYA RENTAL TRIP","10/01/2022 17:31","S22011000139","1.00","14/01/2022 14:13","Completed"
"3000009257","PT TIRTA INVESTAMA","58866671","SURABAYA RENTAL TRIP","10/01/2022 17:31","S22011000136","1.00","14/01/2022 14:13","Completed"
"3000009257","PT TIRTA INVESTAMA","58866681","SURABAYA RENTAL TRIP","10/01/2022 17:32","S22011000295","1.00","14/01/2022 14:28","Completed"
"3000009257","PT TIRTA INVESTAMA","58866681","SURABAYA RENTAL TRIP","10/01/2022 17:32","S22011000294","1.00","14/01/2022 14:28","Completed"
"3000016749","GREENFIELDS DAIRY INDONESIA","58866689","SURABAYA LOG PACK","10/01/2022 17:33","GD3221701092/0080141799","16,300,000.00","24/01/2022 17:41","Completed"
"3000016749","GREENFIELDS DAIRY INDONESIA","58866699","SURABAYA LOG PACK","10/01/2022 17:33","GD3221700898/0080141760","21,500,000.00","24/01/2022 18:01","Completed"
"3000008809","IDLE CAP","58870067","SURABAYA LOG PACK","10/01/2022 19:35","KOSB9660PEU10012022","1.00","24/01/2022 11:37","Completed"
"3000008809","IDLE CAP","58870122","SURABAYA LOG PACK","10/01/2022 19:44","KOSB9700PEU10012022","1.00","24/01/2022 11:40","Completed"
"3000008809","IDLE CAP","58870947","SURABAYA MOB KOSONGAN","10/01/2022 20:08","IDCB9787UYW100122-1","1.00","20/01/2022 17:12","Completed"
"3000008809","IDLE CAP","58871028","SURABAYA LOG PACK","10/01/2022 20:18","KOSB9754PEU10012022","1.00","24/01/2022 11:45","Completed"
"3000009257","PT TIRTA INVESTAMA","58872662","SURABAYA LOG PACK","10/01/2022 22:27","S22011000281","450,000.00","14/01/2022 15:14","Completed"
"3000009257","PT TIRTA INVESTAMA","58872672","SURABAYA LOG PACK","10/01/2022 22:28","S22011000280","450,000.00","14/01/2022 15:51","Completed"
"3000009257","PT TIRTA INVESTAMA","58872683","SURABAYA LOG PACK","10/01/2022 22:29","S22011000279","450,000.00","14/01/2022 15:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58872685","SURABAYA LOG PACK","10/01/2022 22:29","S22011000277","450,000.00","14/01/2022 15:45","Completed"
"3000018615","PT.  INBISCO NIAGATAMA SEMESTA","58872686","SURABAYA LOG PACK","10/01/2022 22:30","41161180","3,400,000.00","28/01/2022 10:17","Completed"
"3000001618","ECCO TANNERY INDONESIA","58873819","SURABAYA LOG PACK","11/01/2022 09:48","08/I/LINC-ECCO/2022","2,000,000.00","14/01/2022 16:20","Completed"
"3000007677","SCIENTEX INDONESIA","58873820","SURABAYA LOG PACK","11/01/2022 09:49","DO-2022-0015","900,000.00","11/01/2022 10:16","Completed"
"8000000010","PT. LAUTAN LUAS TBK","58873825","SURABAYA LOG PACK","11/01/2022 10:21","2100419368","656,000.00","11/01/2022 17:00","Completed"
"3000021761","PT. ANUGERAH MITRA ANANTA","58873840","SURABAYA RENTAL TRIP","11/01/2022 10:56","SUB/22/01/0024","1.00","11/01/2022 14:15","Completed"
"8000000017","PT LIKU TELAGA","58873864","SURABAYA LOG PACK","11/01/2022 11:28","537424-10","825,000.00","18/01/2022 09:48","Completed"
"3000018615","PT.  INBISCO NIAGATAMA SEMESTA","58873889","SURABAYA LOG PACK","11/01/2022 11:43","41161394","3,400,000.00","17/01/2022 17:10","Completed"
"3000003933","PT MUSIM MAS","58873900","SURABAYA EXIM TRUCKING","11/01/2022 11:55","SKJU2020835_ROUND1","1,365,000.00","13/01/2022 11:02","Completed"
"3000003933","PT MUSIM MAS","58873908","SURABAYA EXIM TRUCKING","11/01/2022 12:00","SKJU2020861_ROUND1","1,365,000.00","13/01/2022 11:09","Completed"
"3000003933","PT MUSIM MAS","58873912","SURABAYA EXIM TRUCKING","11/01/2022 12:02","SKJU2019011_ROUND1","1,365,000.00","13/01/2022 11:41","Completed"
"3000003933","PT MUSIM MAS","58874070","SURABAYA EXIM TRUCKING","11/01/2022 12:04","SKJU2020856_ROUND1","1,365,000.00","13/01/2022 11:44","Completed"
"3000003933","PT MUSIM MAS","58874163","SURABAYA EXIM TRUCKING","11/01/2022 12:07","SKJU2020840_ROUND1","1,365,000.00","13/01/2022 11:50","Completed"
"3000003933","PT MUSIM MAS","58874175","SURABAYA EXIM TRUCKING","11/01/2022 12:10","SKJU2020877_ROUND1","1,365,000.00","13/01/2022 11:51","Completed"
"3000004648","PT RAPINDO PLASTAMA","58875122","SURABAYA LOG PACK","11/01/2022 12:46","090/RP/I/2022","5,500,000.00","24/01/2022 14:30","Completed"
"3000008794","PT BATARA ELOK SEMESTA TERPADU","58875228","SURABAYA LOG PACK","11/01/2022 13:33","PO.UZO1POA22001573","2,000,000.00","17/01/2022 17:16","Completed"
"3000009257","PT TIRTA INVESTAMA","58875264","SURABAYA TIV IMPORT","11/01/2022 13:40","5043322240","1.00","12/01/2022 15:01","Completed"
"3000009257","PT TIRTA INVESTAMA","58875267","SURABAYA TIV IMPORT","11/01/2022 13:41","5043324398","1.00","12/01/2022 15:01","Completed"
"3000009257","PT TIRTA INVESTAMA","58875268","SURABAYA TIV IMPORT","11/01/2022 13:41","5043320183","1.00","12/01/2022 15:01","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58875296","SURABAYA LOG PACK","11/01/2022 13:45","40544053","3,052,200.00","17/01/2022 16:07","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58875298","SURABAYA LOG PACK","11/01/2022 13:48","40541042","900,000.00","13/01/2022 14:13","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58875301","SURABAYA LOG PACK","11/01/2022 13:49","40544536","6,400,000.00","18/01/2022 17:22","Completed"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58875307","SURABAYA LOG PACK","11/01/2022 13:51","40544731","3,250,000.00","17/01/2022 14:58","Completed"
"3000009257","PT TIRTA INVESTAMA","58875320","SURABAYA TIV IMPORT","11/01/2022 13:57","5043330208","1.00","13/01/2022 13:51","Completed"
"3000009257","PT TIRTA INVESTAMA","58875322","SURABAYA TIV IMPORT","11/01/2022 13:58","5043326617","1.00","13/01/2022 13:51","Completed"
"3000009257","PT TIRTA INVESTAMA","58875325","SURABAYA TIV LOKAL","11/01/2022 13:58","5043328419","1.00","13/01/2022 13:51","Completed"
"3000009257","PT TIRTA INVESTAMA","58875330","SURABAYA TIV LOKAL","11/01/2022 13:58","5043321165","1.00","18/01/2022 11:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58875331","SURABAYA TIV LOKAL","11/01/2022 13:59","5043319225","1.00","18/01/2022 11:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58875332","SURABAYA TIV IMPORT","11/01/2022 13:59","5043331280","1.00","18/01/2022 13:10","Completed"
"3000009257","PT TIRTA INVESTAMA","58875358","SURABAYA LOG PACK","11/01/2022 14:01","S22010712656","450,000.00","14/01/2022 14:37","Completed"
"3000009257","PT TIRTA INVESTAMA","58875364","SURABAYA LOG PACK","11/01/2022 14:01","S22010712650","450,000.00","14/01/2022 14:43","Completed"
"3000009257","PT TIRTA INVESTAMA","58875384","SURABAYA LOG PACK","11/01/2022 14:02","S22010712669","450,000.00","14/01/2022 14:41","Completed"
"3000009257","PT TIRTA INVESTAMA","58875398","SURABAYA LOG PACK","11/01/2022 14:03","S22010712657","450,000.00","14/01/2022 15:59","Completed"
"3000009257","PT TIRTA INVESTAMA","58875403","SURABAYA LOG PACK","11/01/2022 14:04","S22010712652","450,000.00","14/01/2022 13:54","Completed"
"3000009257","PT TIRTA INVESTAMA","58875407","SURABAYA LOG PACK","11/01/2022 14:06","S22010712666","450,000.00","14/01/2022 15:53","Completed"
"3000009257","PT TIRTA INVESTAMA","58875423","SURABAYA RENTAL TRIP","11/01/2022 14:07","S22011100021","1.00","14/01/2022 14:11","Completed"
"3000009257","PT TIRTA INVESTAMA","58875423","SURABAYA RENTAL TRIP","11/01/2022 14:07","S22011100023","1.00","14/01/2022 14:11","Completed"
"3000009257","PT TIRTA INVESTAMA","58875423","SURABAYA RENTAL TRIP","11/01/2022 14:07","S22011100027","1.00","14/01/2022 14:11","Completed"
"3000009257","PT TIRTA INVESTAMA","58875426","SURABAYA RENTAL TRIP","11/01/2022 14:11","S22011100022","1.00","14/01/2022 14:31","Completed"
