"TMS ID","Shipment Reference Number","Carrier Name","Charge Code Group","Charge Rate","Rate Basis","Rate","Closed Date","AP Vendor Code","Load Group","Order Groups","Shipper Load Number","First Pick Due Date","First Pick Name","Last Drop City","Last Drop Name","Load Status","Mode","Number of Stops","Pieces","Rate Change Carrier Comment","Rate Change Request Date","Trailer Description","Weight (kg)","Charge Description","Charge Code Category","Carrier Reference","Location Name","Payable Currency","Rate Change Approval Date"
57502590,"9072006323","BAHANA PRESTASI","OTHER CHARGES","150,000.00","FLAT","150,000.00","10/08/2021 15:53","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57502590","02/08/2021 08:00","WGNKARANGPILANG","KALIDERES","WGNKALIDERES","Completed","TL",2,15000,"BIAYA BONGKAR WGN JAKARTA","05/08/2021 10:33","TRONTON_WB","15,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","10/08/2021 20:44"
57527402,"202107310130","BAHANA PRESTASI","OTHER CHARGES","422,000.00","FLAT","422,000.00","10/08/2021 11:32","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57527402","03/08/2021 07:00","KFISAYUNG(1P)","CIHIDEUNG","KFICIHIDEUNG","Completed","TL",2,20000," ","04/08/2021 21:50","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","10/08/2021 20:44"
57552258,"3000843384","BAHANA PRESTASI","OTHER CHARGES","629,000.00","FLAT","629,000.00","12/08/2021 17:19","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57552258","06/08/2021 18:00","AJIJETIS","TALUN","AJITALUN CIREBON","Completed","TL",2,1000," ","09/08/2021 11:16","TRONTON_WB","1,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","13/08/2021 10:16"
57562142,"40487448","BAHANA PRESTASI","OTHER CHARGES","100,000.00","FLAT","100,000.00","16/08/2021 13:46","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57562142","09/08/2021 08:00","SMRRUNGKUT","ASEMROWO","SMRASEMROWO","Completed","TL",2,750,"BIAYA BONGKAR PSI SURABAYA WB 100RB / FUSO 80RB","09/08/2021 16:50","TRONTON_WB","22,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","16/08/2021 15:04"
57573521,"40489678-01","BAHANA PRESTASI","OTHER CHARGES","100,000.00","FLAT","100,000.00","16/08/2021 16:45","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57573521","10/08/2021 19:00","SMRRUNGKUT","PENJARINGAN","SMRPENJARINGAN","Completed","TL",2,1000," ","12/08/2021 11:14","TRONTON_WB","1,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","16/08/2021 17:00"
57573521,"40489678-01","BAHANA PRESTASI","OTHER CHARGES","500,000.00","FLAT","500,000.00","16/08/2021 16:45","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57573521","10/08/2021 19:00","SMRRUNGKUT","PENJARINGAN","SMRPENJARINGAN","Completed","TL",2,1000," ","12/08/2021 11:14","TRONTON_WB","1,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","16/08/2021 17:00"
57574391,"3000843649","BAHANA PRESTASI","OTHER CHARGES","300,000.00","FLAT","300,000.00","18/08/2021 15:10","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","57574391","10/08/2021 17:00","AJIJETIS","SEWON","AJISEWON","Completed","TL",2,1000," ","10/08/2021 18:48","TRONTON_WB","1,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","18/08/2021 15:13"
57614466,"S21081304635","BAHANA PRESTASI","OTHER CHARGES","392,000.00","FLAT","392,000.00","19/08/2021 14:43","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","57614466","13/08/2021 20:00","TIVPANDAAN","SINGOSARI","TIVSINGOSARI","Completed","TL",2,980," ","13/08/2021 21:01","TRONTON_WB","980.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","20/08/2021 08:44"
57615718,"S21081400217","BAHANA PRESTASI","OTHER CHARGES","392,000.00","FLAT","392,000.00","19/08/2021 14:05","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","57615718","14/08/2021 20:00","TIVPANDAAN","SINGOSARI","TIVSINGOSARI","Completed","TL",2,980," ","14/08/2021 15:25","TRONTON_WB","980.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","20/08/2021 08:44"
58238297,"8872009634","BAHANA PRESTASI","OTHER CHARGES","150,000.00","FLAT","150,000.00","10/11/2021 12:37","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58238297","27/10/2021 07:00","WGNKARANGPILANG","KALIDERES","WGNKALIDERES","Completed","TL",2,1600," ","04/11/2021 10:44","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","11/11/2021 08:32"
58247668,"0082465528","BAHANA PRESTASI","OTHER CHARGES","200,000.00","FLAT","200,000.00","02/11/2021 09:38","5000000027","SURABAYA LOG BULK","SURABAYA LOG BULK","58247668","28/10/2021 08:00","PKGGRESIK","SOCAH","PKGSOCAH(OW)","Completed","TL",2,30000," ","29/10/2021 09:38","TRONTON_LOSSBAK","30,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","02/11/2021 14:37"
58249968,"40516925","BAHANA PRESTASI","OTHER CHARGES","625,700.00","FLAT","625,700.00","02/11/2021 15:13","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58249968","28/10/2021 07:00","SMRRUNGKUT","KUTA UTARA","SMRKUTA UTARA","Completed","TL",2,550," ","28/10/2021 17:46","ENGKEL FUSO_BOX","10,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:43"
58259615,"0082466971","BAHANA PRESTASI","OTHER CHARGES","200,000.00","FLAT","200,000.00","03/11/2021 09:24","5000000027","SURABAYA LOG BULK","SURABAYA LOG BULK","58259615","29/10/2021 08:00","PKGGRESIK","SOCAH","PKGSOCAH","Completed","TL",2,10000," ","29/10/2021 09:38","TRONTON_LOSSBAK","10,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:43"
58271349,"TRANS/1121/GRK/0005573","BAHANA PRESTASI","OTHER CHARGES","300,000.00","FLAT","300,000.00","08/11/2021 11:47","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58271349","01/11/2021 07:00","SSODRIYOREJO(1P)","UNGARAN TIMUR","SSOUNGARAN TIMUR","Completed","TL",2,1600," ","02/11/2021 11:19","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","08/11/2021 15:51"
58271353,"SJ21-007680","BAHANA PRESTASI","OTHER CHARGES","150,000.00","FLAT","150,000.00","10/11/2021 12:12","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58271353","01/11/2021 07:00","MALNGORO","KOSAMBI","MALKOSAMBI","Completed","TL",2,19650," ","04/11/2021 10:52","TRONTON_WB","19,650.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","11/11/2021 08:32"
58271357,"40518346","BAHANA PRESTASI","OTHER CHARGES","600,000.00","FLAT","600,000.00","04/11/2021 14:42","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58271357","01/11/2021 07:00","SMRRUNGKUT(PP)","NGALIYAN(MT)","SMRNGALIYAN(MT)","Completed","TL",2,1000," ","01/11/2021 14:54","ENGKEL FUSO_BOX","10,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:44"
58271757,"9072006736","BAHANA PRESTASI","OTHER CHARGES","170,000.00","FLAT","170,000.00","08/11/2021 14:50","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58271757","01/11/2021 07:00","WGNKRIAN","KALIDERES","WGNKALIDERES","Completed","TL",2,1600," ","04/11/2021 15:27","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","08/11/2021 15:51"
58272124,"1000350951,1000350968","BAHANA PRESTASI","OTHER CHARGES","66,000.00","FLAT","66,000.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272124","01/11/2021 12:00","NLSBUDURAN","KEDUNGKANDANG","NLSKEDUNGKANDANG(IDM_MALANG)","Completed","TL",3,36," ","01/11/2021 16:32","CDE_CHILLER","36.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:44"
58272128,"1000350958","BAHANA PRESTASI","OTHER CHARGES","61,200.00","FLAT","61,200.00","02/11/2021 14:56","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272128","01/11/2021 12:00","NLSBUDURAN","SUMBER SARI","NLSSUMBER SARI(IDM_JEMBER)","Completed","TL",2,18," ","01/11/2021 16:27","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:44"
58272131,"1000350961","BAHANA PRESTASI","OTHER CHARGES","40,500.00","FLAT","40,500.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272131","01/11/2021 12:00","NLSBUDURAN","SUMOBITO","NLSSUMOBITO(IDM_JOMBANG)","Completed","TL",2,18," ","01/11/2021 16:26","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:44"
58272133,"1000350975","BAHANA PRESTASI","OTHER CHARGES","118,200.00","FLAT","118,200.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272133","01/11/2021 12:00","NLSBUDURAN","DUDUK SAMPEYAN","NLSDUDUK SAMPEYAN(IDM_GRESIK)","Completed","TL",2,18," ","01/11/2021 16:20","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:44"
58272137,"1000350977","BAHANA PRESTASI","OTHER CHARGES","111,500.00","FLAT","111,500.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272137","01/11/2021 12:00","NLSBUDURAN","GEDANGAN","NLSGEDANGAN(IDM_SURABAYA)","Completed","TL",2,18," ","01/11/2021 16:21","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:44"
58272141,"1000350984","BAHANA PRESTASI","OTHER CHARGES","72,800.00","FLAT","72,800.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272141","01/11/2021 12:00","NLSBUDURAN","KALIWATES","NLSKALIWATES(SAT_JEMBER)","Completed","TL",2,18," ","01/11/2021 16:29","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58272143,"1000350995","BAHANA PRESTASI","OTHER CHARGES","167,000.00","FLAT","167,000.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272143","01/11/2021 12:00","NLSBUDURAN","GEDANGAN","NLSGEDANGAN(SAT_SIDOARJO)","Completed","TL",2,18," ","01/11/2021 16:22","CDD_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58272144,"1000350996","BAHANA PRESTASI","OTHER CHARGES","165,500.00","FLAT","165,500.00","02/11/2021 14:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58272144","01/11/2021 12:00","NLSBUDURAN","WARU","NLSWARU(SAT_BERBEK)","Completed","TL",2,18," ","01/11/2021 16:30","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58272935,"40949324","BAHANA PRESTASI","OTHER CHARGES","110,000.00","FLAT","110,000.00","09/11/2021 16:12","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58272935","01/11/2021 07:00","INSKEJAYAN(1P)","SUKOHARJO","INSSUKOHARJO","Completed","TL",2,1600," ","02/11/2021 11:15","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58273177,"2100411410,2100411501","BAHANA PRESTASI","OTHER CHARGES","55,000.00","FLAT","55,000.00","02/11/2021 18:27","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273177","01/11/2021 15:00","LTLASEMROWO","SIDOARJO","LTLSIDOARJO","Completed","TL",3,2125," ","02/11/2021 10:25","CDE_BOX","2,125.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58273184,"2100412238","BAHANA PRESTASI","OTHER CHARGES","70,000.00","FLAT","70,000.00","02/11/2021 18:25","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273184","01/11/2021 15:00","LTLASEMROWO","KUTOREJO","LTLKUTOREJO","Completed","TL",2,1816," ","02/11/2021 10:21","CDD_BOX","1,816.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58273187,"2100412462","BAHANA PRESTASI","OTHER CHARGES","100,000.00","FLAT","100,000.00","02/11/2021 18:28","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273187","01/11/2021 15:00","LTLASEMROWO","GAMPENGREJO","LTLGAMPENGREJO","Completed","TL",2,5000," ","02/11/2021 10:31","CDD_BOX","5,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58273189,"GD3221634247/0080134984","BAHANA PRESTASI","OTHER CHARGES","200,000.00","FLAT","200,000.00","06/11/2021 11:31","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273189","01/11/2021 07:00","GDINGAJUM","BOGOR UTARA","GDIBOGOR UTARA","Completed","TL",2,1000,"BONGKARAN 3 TEMPAT","05/11/2021 11:02","CDD_BOX","10,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","08/11/2021 09:05"
58273195,"2100412466","BAHANA PRESTASI","OTHER CHARGES","85,000.00","FLAT","85,000.00","02/11/2021 18:14","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273195","01/11/2021 15:00","LTLASEMROWO","RUNGKUT","LTLRUNGKUT","Completed","TL",2,16000," ","02/11/2021 11:01","TRONTON_WB","16,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58273221,"2100412485,2100412486,2100412488","BAHANA PRESTASI","OTHER CHARGES","15,000.00","FLAT","15,000.00","02/11/2021 18:09","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273221","01/11/2021 15:00","LTLASEMROWO","PANDAAN","LTLPANDAAN","Completed","TL",2,1325," ","02/11/2021 10:06","CDE_BOX","1,325.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58273228,"2100412331","BAHANA PRESTASI","OTHER CHARGES","50,000.00","FLAT","50,000.00","02/11/2021 17:55","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58273228","01/11/2021 15:00","LTLASEMROWO","BALONGBENDO","LTLBALONGBENDO","Completed","TL",2,15000," ","02/11/2021 10:36","TRONTON_WB","15,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58276379,"S21110100075,S21110100076,S21110100077","BAHANA PRESTASI","OTHER CHARGES","115,200.00","FLAT","115,200.00","03/11/2021 16:53","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58276379","01/11/2021 20:00","TIVPANDAAN PETUNG","SINGOSARI","TIVSINGOSARI","Completed","TL",2,288," ","02/11/2021 08:05","CDD_BOX","130.63","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58276382,"S21110100044","BAHANA PRESTASI","OTHER CHARGES","392,000.00","FLAT","392,000.00","03/11/2021 17:05","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58276382","01/11/2021 20:00","TIVPANDAAN","PAKISAJI","TIVPAKISAJI","Completed","TL",2,980," ","02/11/2021 08:08","TRONTON_WB","980.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58276383,"S21110100045","BAHANA PRESTASI","OTHER CHARGES","512,000.00","FLAT","512,000.00","03/11/2021 16:37","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58276383","01/11/2021 20:00","TIVPANDAAN","SUMBER SARI","TIVSUMBER SARI","Completed","TL",2,1280," ","02/11/2021 08:07","TRONTON_WB","1,280.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:45"
58277088,"8872009664","BAHANA PRESTASI","OTHER CHARGES","100,000.00","FLAT","100,000.00","10/11/2021 12:32","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58277088","02/11/2021 07:00","WGNKARANGPILANG","GUNUNG SINDUR","WGNGUNUNG SINDUR","Completed","TL",2,1600," ","06/11/2021 13:22","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","11/11/2021 08:32"
58277089,"9072001449","BAHANA PRESTASI","OTHER CHARGES","170,000.00","FLAT","170,000.00","16/11/2021 15:34","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58277089","02/11/2021 07:00","WGNKRIAN","KALIDERES","WGNKALIDERES","Completed","TL",2,1600," ","06/11/2021 13:26","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","16/11/2021 15:43"
58277095,"SJ21-007701","BAHANA PRESTASI","OTHER CHARGES","150,000.00","FLAT","150,000.00","16/11/2021 10:03","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58277095","02/11/2021 07:00","MALNGORO","KOSAMBI","MALKOSAMBI","Completed","TL",2,19950," ","08/11/2021 16:48","TRONTON_WB","19,950.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","11/11/2021 18:26"
58278235,"1000351220,1000351209","BAHANA PRESTASI","OTHER CHARGES","11,500.00","FLAT","11,500.00","03/11/2021 14:49","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58278235","02/11/2021 12:00","NLSBUDURAN","TENGGILIS MEJOYO","NLSTENGGILIS MEJOYO(IDG_SURABAYA)","Completed","TL",3,36," ","02/11/2021 15:37","CDE_CHILLER","36.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58278245,"1000351221","BAHANA PRESTASI","OTHER CHARGES","18,000.00","FLAT","18,000.00","03/11/2021 14:49","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58278245","02/11/2021 12:00","NLSBUDURAN","SUMBER SARI","NLSSUMBER SARI(IDM_JEMBER)","Completed","TL",2,18," ","02/11/2021 15:35","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58278248,"1000351222","BAHANA PRESTASI","OTHER CHARGES","26,000.00","FLAT","26,000.00","03/11/2021 14:49","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58278248","02/11/2021 12:00","NLSBUDURAN","SUKUN","NLSSUKUN(SAT_MALANG)","Completed","TL",2,18," ","02/11/2021 15:36","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58278251,"1000351224","BAHANA PRESTASI","OTHER CHARGES","43,000.00","FLAT","43,000.00","03/11/2021 14:49","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58278251","02/11/2021 12:00","NLSBUDURAN","KEDUNGKANDANG","NLSKEDUNGKANDANG(IDM_MALANG)","Completed","TL",2,18," ","02/11/2021 15:34","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58278252,"1000351226","BAHANA PRESTASI","OTHER CHARGES","103,200.00","FLAT","103,200.00","03/11/2021 14:49","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58278252","02/11/2021 12:00","NLSBUDURAN","DUDUK SAMPEYAN","NLSDUDUK SAMPEYAN(IDM_GRESIK)","Completed","TL",2,18," ","02/11/2021 15:37","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58278265,"1000351258","BAHANA PRESTASI","OTHER CHARGES","49,000.00","FLAT","49,000.00","03/11/2021 14:49","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58278265","02/11/2021 12:00","NLSBUDURAN","GEDANGAN","NLSGEDANGAN(IDM_SURABAYA)","Completed","TL",2,18," ","02/11/2021 15:38","CDE_CHILLER","18.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58278396,"40518950","BAHANA PRESTASI","OTHER CHARGES","983,000.00","FLAT","983,000.00","05/11/2021 14:15","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58278396","02/11/2021 07:00","SMRRUNGKUT(PP)","SMRBANGUNTAPAN(MT)","SMRBANGUNTAPAN(MT)","Completed","TL",2,1966,"BONGKARAN 2 TEMPAT","02/11/2021 17:16","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","05/11/2021 19:34"
58279607,"2100412479,2100412457,2100412598","BAHANA PRESTASI","OTHER CHARGES","15,000.00","FLAT","15,000.00","03/11/2021 16:48","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58279607","02/11/2021 15:00","LTLKEBOMAS","KARANG PILANG","LTLKARANG PILANG","Completed","TL",3,1225," ","03/11/2021 09:01","CDE_BOX","1,225.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58279625,"2100412626,2100412627,2100412491,2100412535,2100412536,2100412537","BAHANA PRESTASI","OTHER CHARGES","25,000.00","FLAT","25,000.00","03/11/2021 17:47","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58279625","02/11/2021 15:00","LTLASEMROWO","WONOAYU","LTLWONOAYU","Completed","TL",2,2475," ","03/11/2021 08:58","CDE_BOX","2,475.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","04/11/2021 17:46"
58279828,"S21110200067","BAHANA PRESTASI","OTHER CHARGES","500,000.00","FLAT","500,000.00","09/11/2021 16:37","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58279828","02/11/2021 20:00","TIVPANDAAN","SUMOBITO","TIVSUMOBITO","Completed","TL",2,1280," ","02/11/2021 18:01","TRONTON_WB","1,280.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58279866,"S21110200068","BAHANA PRESTASI","OTHER CHARGES","500,000.00","FLAT","500,000.00","09/11/2021 16:40","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58279866","02/11/2021 20:00","TIVPANDAAN","SUMOBITO","TIVSUMOBITO","Completed","TL",2,1280," ","02/11/2021 17:59","TRONTON_WB","1,280.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58279911,"S21110200074,S21110200075,S21110200076,S21110200077","BAHANA PRESTASI","OTHER CHARGES","60,000.00","FLAT","60,000.00","09/11/2021 16:22","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58279911","02/11/2021 20:00","TIVPANDAAN PETUNG","SUMBER SARI","TIVSUMBER SARI","Completed","TL",2,150," ","02/11/2021 17:57","CDD_BOX","68.04","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58279912,"S21110200072,S21110200073","BAHANA PRESTASI","OTHER CHARGES","128,000.00","FLAT","128,000.00","09/11/2021 16:33","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58279912","02/11/2021 20:00","TIVPANDAAN PETUNG","KEDUNGKANDANG","TIVKEDUNGKANDANG","Completed","TL",2,320," ","02/11/2021 17:58","CDD_BOX","145.15","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58292059,"40518868","BAHANA PRESTASI","OTHER CHARGES","217,000.00","FLAT","217,000.00","08/11/2021 13:22","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58292059","03/11/2021 07:00","SMRRUNGKUT(1P)","SUKOHARJO","SMRSUKOHARJO","Completed","TL",2,1085," ","03/11/2021 13:08","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","08/11/2021 15:51"
58292060,"40518998","BAHANA PRESTASI","OTHER CHARGES","350,000.00","FLAT","350,000.00","11/11/2021 16:46","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58292060","03/11/2021 07:00","SMRRUNGKUT","CIAWI","SMRCIAWI","Completed","TL",2,700," ","03/11/2021 13:09","TRONTON_WB","10,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","11/11/2021 18:26"
58292061,"40519000","BAHANA PRESTASI","OTHER CHARGES","316,175.00","FLAT","316,175.00","09/11/2021 14:40","5000000027","SURABAYA LOG PACK","SURABAYA LOG PACK","58292061","03/11/2021 07:00","SMRRUNGKUT(1P)","NGALIYAN","SMRNGALIYAN","Completed","TL",2,1181," ","03/11/2021 13:14","TRONTON_WB","20,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58293096,"0082471123","BAHANA PRESTASI","OTHER CHARGES","200,000.00","FLAT","200,000.00","09/11/2021 10:11","5000000027","SURABAYA LOG BULK","SURABAYA LOG BULK","58293096","03/11/2021 08:00","PKGGRESIK","SOCAH","PKGSOCAH(OW)","Completed","TL",2,30000," ","03/11/2021 14:05","TRONTON_LOSSBAK","30,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58293119,"0082470997","BAHANA PRESTASI","OTHER CHARGES","200,000.00","FLAT","200,000.00","08/11/2021 10:45","5000000027","SURABAYA LOG BULK","SURABAYA LOG BULK","58293119","03/11/2021 08:00","PKGGRESIK","SOCAH","PKGSOCAH(OW)","Completed","TL",2,30000," ","03/11/2021 14:07","TRONTON_LOSSBAK","30,000.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","08/11/2021 15:51"
58294508,"S21110300044","BAHANA PRESTASI","OTHER CHARGES","520,000.00","FLAT","520,000.00","09/11/2021 16:35","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58294508","03/11/2021 20:00","TIVPANDAAN","GEDANGAN","TIVGEDANGAN","Completed","TL",2,980," ","03/11/2021 14:38","TRONTON_WB","980.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58294509,"S21110300043","BAHANA PRESTASI","OTHER CHARGES","490,000.00","FLAT","490,000.00","09/11/2021 16:58","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58294509","03/11/2021 20:00","TIVPANDAAN","BEJI","TIVBEJI PASURUAN","Completed","TL",2,980," ","03/11/2021 14:36","TRONTON_WB","980.00","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
58294518,"S21110300042","BAHANA PRESTASI","OTHER CHARGES","264,800.00","FLAT","264,800.00","09/11/2021 16:20","5000000027","SURABAYA RENTAL TRIP","SURABAYA RENTAL TRIP","58294518","03/11/2021 20:00","TIVPANDAAN PETUNG","SINGOSARI","TIVSINGOSARI","Completed","TL",2,662," ","03/11/2021 14:35","CDD_BOX","300.28","TMB_BONGKAR","OTHER CHARGES","0027","ALL","IDR","09/11/2021 22:07"
