Reference ;Name;Status;Address 1;Address 2;Address 3;City;State;Postal Code;Country;Time Zone;Parent Customer;Default Freight Terms;Freight Billable Party;Supports Billable Rating?;Supports Manual Billable Rate?;Billable Methods;Default Billable Method;Default Trans. Currency;Bill Canadian Taxes?;Bill Value Added Taxes?;Supports Billable Invoicing?;Requires POD?;Shipment Consolidation;Geography Consolidation
3000018166;PT SOLUSI BANGUN INDONESIA TBK;ENABLED;JL. LETJEN. TB SIMATUPANG NO. 22-26;GEDUNG TALAVERA SUITE LT. 15;TALAVERA OFFICE PARK;JAKARTA SELATAN;JK;12430;ID;Asia/Jakarta;3000018166;;3000018166;YES;YES;SBI(KG);;IDR;NO;No;YES;YES;Allow;Both
3000020742;PT SUKSES LINTAS PULAU;ENABLED;CITRALAND CRYSTAL GOLF BLOK MP;1/3A RT 02 RW 04;JERUK - LAKARSANTRI;SURABAYA;JI;60212;ID;Asia/Jakarta;3000020742;;1234568;YES;NO;SLP_SBY(TR;;IDR;NO;No;YES;YES;Allow;Both
3000006580;PT SUMBER GRAHA SEJAHTERA;ENABLED;KP. HAUAN TEGAL RT.003, RW.005;TOBAT, BALARAJA;TANGERANG;TANGERANG;BT;;ID;Asia/Jakarta;3000006580;;3000006580;YES;NO;SGS_SMG(TO;;IDR;NO;No;YES;NO;Do Not Allow;None
3000007757;PT SUPER WAHANA TEHNO;ENABLED;CIKRETEG, TAPOS KM. 5 CIPARE;PANCAWATI   CARINGIN;BOGOR;BOGOR;JB;16730;ID;Asia/Jakarta;3000007757;;3000007757;YES;YES;SWT(SR),SWT(TR),SWT(TO);MANUALLY CREATED;IDR;NO;No;YES;YES;Allow;Both
3000016980;PT SUZUYO INDONESIA;ENABLED;RUKO MEGA GROSIR CEMPAKA MAS BLOK L NO.27;SUMUR BATU;;JAKARTA PUSAT;JK;10640;ID;Asia/Jakarta;3000016980;;3000016980;YES;NO;SUZ(T);;IDR;NO;No;YES;YES;Allow;Both
3000021351;PT TANI SUPPLY INDONESIA;ENABLED;GEDUNG COHVE 101 LT 17;JL MEGA KUNINGAN BARAT BLOK E.4.7 NO 1;KUNINGAN TIMUR, SETIABUDI,;JAKARTA SELATAN;JK;12940;ID;Asia/Jakarta;3000021351;;300002135;YES;NO;TSI_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
8000000031;PT TARUNA BINA SARANA;ENABLED;JL. LETJEN SOEPENO NO. 34;THE BELLEZA GAPURA PRIMA SHOPPING ARCADE LT.2,;JAKARTA SELATAN;JAKARTA SELATAN;JK;11530;ID;Asia/Jakarta;8000000031;;8000000031;YES;YES;EXIM_TBS;;IDR;NO;No;YES;YES;Allow;Destination
3000005833;PT THE UNIVENUS;ENABLED;JL. RAYA SERANG KM.12 RT.005/001;SUKA DAMAI - CIKUPA;TANGERANG;TANGERANG;BT;15710;ID;Asia/Jakarta;3000005833;;3000005833;YES;YES;UNV_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000009257;PT TIRTA INVESTAMA;ENABLED;JL. H.R.RASUNA SAID BLOK X-5 NO.13;CYBER 2 TOWER LT.10,11,12;JAKARTA SELATAN;JAKARTA SELATAN;JK;12950;ID;Asia/Jakarta;3000009257;;3000009257;YES;NO;EXIM_TIV(T,EXIM_TIVMD,EXIM_TIVSB,EXIM_TIV_S,TIV(IMP),TIVIMPORTE,TIV(IMMDN),TIV IMPORT,TIV(IMSMG),TIV(LOK),TIV(LOKAL),TIV(LOMDN),TIV LOKAL,TIV(LOSMG),TIV(R),TIV(RV),TIV(TO),TIV(TOSTL),TIV_LUMPLC,TIV_LUMPLM,TIV_LUMPLO,TIV(RMDN),TIV_MDN(TO,TIV_SBY(T),TIV_SBYONC,TIV_SMG(T);;IDR;NO;No;YES;YES;Allow;Both
3000018327;PT TIRTA UTAMA ABADI;ENABLED;JL. SOEKARNO HATTA NO. 608;SEKEJATI, BUAH BATU;BANDUNG;BANDUNG;JB;40286;ID;Asia/Jakarta;3000018327;;3000018327;YES;YES;TUA(TRIP);;IDR;NO;No;YES;YES;Allow;Destination
3000007802;PT TIRTAKENCANA TATAWARNA;ENABLED;JL. AHMAD A. WAHAB NO.8;LUHU, TELAGA, KOTA GORONTALO;GORONTALO;GORONTALO;SU;96181;ID;Asia/Jakarta;3000007802;;3000007802;YES;YES;;;IDR;NO;No;YES;YES;Allow;None
3000018793;PT TOTAL MANDIRI SELARAS;ENABLED;SOHO PANCORAN JL.LETJEN MT HARYONO KAV 2-3 LT 10;TEBET BARAT,TEBET;JAKARTA SELATAN,DKI JAKARTA;JAKARTA SELATAN;JK;;ID;Asia/Jakarta;3000018793;;3000018793;YES;NO;TMD(TO),TMD_SBYTRI,TMD_SMG(TO;;IDR;NO;No;YES;YES;Allow;Both
3000007827;PT TRISULA MAS SAKTI;ENABLED;JL KEPATIHAN INDUSTRI 1;KEPATIHAN MENGANTI;;GRESIK;JI;61174;ID;Asia/Jakarta;3000007827;3PL;3000007827;YES;NO;EXIM_TMISB;;IDR;NO;No;YES;YES;Allow;Both
3000006108;PT ULTRAJAYA MILK INDUSTRY &;ENABLED;JL. RAYA CIMAREME NO.131 RT 05 RW 06;CIMAREME-NGAMPRAH;BANDUNG;BANDUNG BARAT;JB;40552;ID;Asia/Jakarta;3000006108;;3000006108;YES;YES;;;IDR;NO;No;YES;YES;Allow;None
3000009294;PT UNICHEM CANDI INDONESIA;ENABLED;JLRAYA CANDI NO 05 RT 07 RW 02;GELAM CANDI;;SIDOARJO;JI;61215;ID;Asia/Jakarta;3000009294;;3000009294;YES;YES;UCI_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000006126;PT UNILEVER INDONESIA TBK;ENABLED;JL. BSD BOULEVARD BARAT GREEN;OFFICE PARK KAVLING 3;BSD CITY;TANGERANG;BT;15345;ID;Asia/Jakarta;3000006126;;ULI;YES;NO;ULI(RENT),ULI(RV),ULI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000010657;PT UNIPLASTINDO INTERBUANA;ENABLED;JL PALEM RAYA BLOK DS NO 11 BOSTON TECHNO VILLA;;;BEKASI;JB;;ID;Asia/Jakarta;3000010657;;;YES;NO;EXIM_UPISB;;IDR;NO;No;YES;YES;Allow;Both
3000020471;PT VALSPAR INDONESIA;ENABLED;GEDUNG AKR TOWER LT.21 UNIT I JALAN PANJANG;KEBON JERUK;;JAKARTA BARAT;JK;11530;ID;Asia/Jakarta;3000020471;;3000020471;YES;NO;EXIM_VAL(T;;IDR;NO;No;YES;YES;Allow;Both
3000021348;PT VEOLIA SERVIS INDONESIA;ENABLED;JL REMBANG INDUSTRI RAYA PIER NO 2,;RT 0 RW 0, PANDEAN, REMBANG;;PASURUAN;JI;67152;ID;Asia/Jakarta;3000021348;;3000021348;YES;NO;VII_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000015942;PT VICTORY RETAILINDO;ENABLED;JL.MELAWAI RAYA NO. 28;MELAWAI KEBAYORAN BARU;JAKARTA SELATAN;JAKARTA SELATAN;JK;12160;ID;Asia/Jakarta;3000015942;;3000015942;YES;YES;;;IDR;NO;No;YES;YES;Allow;Destination
3000006280;PT WARU GUNUNG;ENABLED;JL MASTRIP NO 858, WARU GUNUNG KARANG PILANG;;;SURABAYA;JI;60221;ID;Asia/Jakarta;3000006280;;01122;YES;NO;WGN_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000018751;PT WOODONE INTEGRA INDONESIA;ENABLED;JL RAYA INDUSTRI NO 678 TR 013 RW 007;;;SIDOARJO;JI;61253;ID;Asia/Jakarta;3000018751;;3000018751;YES;NO;EXIM_WIISB;;IDR;NO;No;YES;NO;Allow;Both
3000017758;PT YOKE FOOD  INDUSTRIES INDONESIA;ENABLED;RUKAN GOLDEN 8 BLOK E.12;GADING SERPONG PAKULONAN BARAT KELAPA DUA;TANGERANG;TANGERANG;BT;15810;ID;Asia/Jakarta;3000017758;;3000017758;YES;NO;EXIM_YOK(T,EXIM_YOKMD,YOK(TO),YOK_MDN(TO;;IDR;NO;No;YES;YES;Allow;Both
3000018702;PT ZULU ALPHA PAPA;ENABLED;THE BELLEZZA SHOPPING ARCADE FIRST FLOOR UNIT 38;LETNAN JENDERAL SOEPENO, NO. 34;RT.7/RW.10, GROGOL UTARA, KEC. KBY. LAMA;JAKARTA SELATAN;JK;12210;ID;Asia/Jakarta;3000018702;;3000018702;YES;YES;ZAP(R),ZAP(TR);;IDR;NO;No;YES;YES;Allow;Both
3000018615;PT.  INBISCO NIAGATAMA SEMESTA;ENABLED;JL. DAAN MOGOT KM. 18;KALIDERES;;JAKARTA BARAT;JK;11840;ID;Asia/Jakarta;3000018615;;INS;YES;NO;INS(TO),INS_SBYTRO;;IDR;NO;No;YES;YES;Allow;Both
3000020260;PT. ABM INDO LOGISTIK;ENABLED;JL. LETJEN. SUPRAPTO NO. 19 B;RT. 2 / RW. 1, CEMPAKA PUTIH;;JAKARTA PUSAT;JK;10520;ID;Asia/Jakarta;3000020260;;AIL;YES;NO;AIL(TO);;IDR;NO;No;YES;YES;Allow;Both
3000018331;PT. AGUNG KUNCORO TEXTIEL INDUSTRI;ENABLED;JL RAYA SOLO SRAGEN KM. 9,1;RT. 001 RW. 009 JETIS JATEN;KAB. KARANGANYAR;KARANGANYAR;JT;57731;ID;Asia/Jakarta;3000018331;;3000018331;YES;NO;AKT_SMG(TR;;IDR;NO;No;YES;NO;Do Not Allow;None
3000000144;PT. AGUNG SEJAHTERA SIDORAHARJATEX;ENABLED;JL.RAYA PALUR-SRAGEN KM.9,;JATEN;JATEN;KARANGANYAR;JT;00000;ID;Asia/Jakarta;3000000144;;3000000144;YES;NO;ASR_SMG(KG;;IDR;NO;No;YES;YES;Allow;Both
3000019703;PT. AM/NS INDONESIA;ENABLED;KAWASAN BEKASI FAJAR INDUSTRIAL ESTATE;JL. INDUSTRI 3 KAV. B-1, MEKARWANGI;;BEKASI;JB;17530;ID;Asia/Jakarta;3000019703;;3000019703;YES;NO;AMN(KG),AMN(KG)BL;;IDR;NO;No;YES;YES;Allow;Both
3000000305;PT. AMCOR FLEXIBLES INDONESIA;ENABLED;JL. GATOT SUBROTO KM. 5.4,;KEL. JATIUWUNG, CIBODAS;RT. 001 / RW. 003;TANGERANG;BT;15134;ID;Asia/Jakarta;3000000305;;AFI;YES;NO;AFI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000007149;PT. ANEKA KAOLIN UTAMA;ENABLED;JL. MURAI AIR RAYA,KM. 4;TJ. PANDAN,PANGKAL LALANG,KABUPATEN BELITUNG;KEPULAUAN BANGKA BELITUNG;JAKARTA;JK;33413;ID;Asia/Jakarta;3000007149;;3000007149;YES;NO;EXIM_AKU(T;;IDR;NO;No;YES;YES;Allow;Both
3000021761;PT. ANUGERAH MITRA ANANTA;ENABLED;INFINIA PARK BLOK B 78,;JL. DR. SAHARJO NO. 45 RT. 1 / RW. 7,;MANGGARAI, TEBET, JAKARTA SELATAN;JAKARTA SELATAN;JK;12860;ID;Asia/Jakarta;3000021761;;3000021761;YES;NO;ANA(RENTAL,ANA(TR),ANA(TO),AMA_SBY(TR,ANA_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000007157;PT. ANUGRAH KERTAS UTAMA;ENABLED;JL. M.H. THAMRIN NO. 31;(D/H JL. TELUK BETUNG);KEBON MELATI, TANAH ABANG;JAKARTA PUSAT;JK;10230;ID;Asia/Jakarta;3000007157;;3000007157;YES;NO;AKU(KG_PR),AKU(KG_YN),AKU(TO),AKU_SMG(TR,AKU_SMG(TA;;IDR;NO;No;YES;YES;Allow;Both
3000007169;PT. ARTA BOGA CEMERLANG;ENABLED;JL. LINGKAR LUAR BARAT KAV. 35-36;RT. 001 / RW. 003, RAWA BUAYA;CENGKARENG;JAKARTA BARAT;JK;11740;ID;Asia/Jakarta;3000007169;;3000007169;YES;NO;AAB(TO);;IDR;NO;No;YES;YES;Allow;Both
3000019970;PT. ARTHA BUMI PRATAMA;ENABLED;COMP. GRAND CITY RUKO PALLADIUM BLOCK K NO. 12;JL. MT HARYONO KEL. GRAHA INDAH;KEC. BALIKPAPAN UTARA;BALIKPAPAN;KI;76129;ID;Asia/Jakarta;3000019970;;ABP;YES;NO;ABP(TO);;IDR;NO;No;YES;YES;Allow;Both
3000016576;PT. ASIA PACIFIC RAYON;ENABLED;JL. M.H. THAMRIN NO. 31;(D/H JL. TELUK BETUNG);KEBON MELATI, TANAH ABANG;JAKARTA PUSAT;JK;10230;ID;Asia/Jakarta;3000016576;;3000016576;YES;NO;APR(KG_PR),APR(KG_YN),APR(TO),APR_SMG(TR;;IDR;NO;No;YES;YES;Allow;Both
3000019887;PT. ASIA PACIFIC YARN;ENABLED;JL. MH THAMRIN NO.31;;;JAKARTA;JK;10230;ID;Asia/Jakarta;3000019887;;3000019887;YES;NO;APY_SMG(TR;;IDR;NO;No;YES;YES;Allow;Both
3000006787;PT. ATLAS PETROCHEM INDO;ENABLED;JL. DANAU INDAH RAYA BLOK C2 NO. 5;SUNTER JAYA;TANJUNG PRIOK;JAKARTA UTARA;JK;14350;ID;Asia/Jakarta;3000006787;;3000006787;YES;NO;API(TO);;IDR;NO;No;YES;YES;Allow;Both
3000018850;PT. BAHTERA ADI JAYA;ENABLED;KAWASAN INDUSTRI CANDI, JL. GATOT SUBROTO BLOK 19;NGALIYAN;NGALIYAN;SEMARANG;JT;50185;ID;Asia/Jakarta;3000018850;;3000018850;YES;NO;BAJ(T),BAJ_SBYTRI,EXIM_BAJ(T;;IDR;NO;No;YES;YES;Allow;Both
3000021774;PT. BERCA SPORTINDO;ENABLED;JL. CIKINI RAYA NO. 95,;CIKINI, MENTENG;;JAKARTA PUSAT;JK;10330;ID;Asia/Jakarta;3000021774;;BSL;YES;NO;BSL(TO);;IDR;NO;No;YES;YES;Allow;Both
3000007936;PT. BETA SINARINDO;ENABLED;JL.LETJEN SOEPENO NO.34 THE BELLEZZA PERMATA HIJAU;GP OFFICE TOWER LT.27 NO.5;GROGOL UTARA;KEBAYORAN LAMA;JK;12210;ID;Asia/Jakarta;3000007936;;3000007936;YES;NO;BSR(T);;IDR;NO;No;YES;NO;Allow;Both
3000020754;PT. BIONIC NATURA;ENABLED;JL. GATOT SUBROTO NO. 8, KADU JAYA;KEC. CURUG;;TANGERANG;BT;15810;ID;Asia/Jakarta;3000020754;;BNN;YES;NO;BNN(TO);;IDR;NO;No;YES;YES;Allow;Both
3000007943;PT. CAPREFINDO;ENABLED;JL. SULTAN AGUNG KM.28 NO.38 RT.005/RW.011;KECAMATAN MEDAN SATRIA;KOTA BKS,JAWA BARAT;JAWA BARAT;JK;17132;ID;Asia/Jakarta;3000007943;;3000007943;YES;NO;EXIM_CAP(T,EXIM_CAP_M,EXIM_CAPSB;;IDR;NO;No;YES;YES;Allow;Both
3000019618;PT. CATUR PUTRAHARMONIS;ENABLED;JL. PROF. IR. SUTAMI NO. 12;PARANG LOE TAMALANREA;;MAKASSAR;SN;90241;ID;Asia/Jakarta;3000019618;;3000019618;YES;NO;CPH(TO);;IDR;NO;No;YES;YES;Allow;Both
3000021173;PT. CHEETHAM GARAM INDONESIA;ENABLED;AKR TOWER LEVEL 15;JL. PANJANG NO. 5, KEBON JERUK;JAKARTA BARAT;JAKARTA BARAT;JK;11530;ID;Asia/Jakarta;3000021173;;CGI;YES;NO;CGI(KG),CGI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020671;PT. CIPTA AGRO SAKTI;ENABLED;JL. CIKINI RAYA NO. 78;RT. 10 / RW. 4;;JAKARTA PUSAT;JK;10330;ID;Asia/Jakarta;3000020671;;CAS;YES;NO;CAS(TO);;IDR;NO;No;YES;YES;Allow;Both
8000000065;PT. CIPTA LOGISTIK INDONESIA;ENABLED;THE BELLEZA SHOPPING ARCADE LT. 2;JL. LETJEN SOEPENO NO. 34;ARTERI PERMATA HIJAU, JAKARTA SELATAN;JAKARTA SELATAN;JK;12210;ID;Asia/Jakarta;8000000065;;8000000065;YES;YES;CLI(TO),CLI_SBYRIP;MANUALLY CREATED;IDR;NO;No;YES;YES;Allow;None
3000015702;PT. CITARASA PRIMA INDONESIA BERJAYA;ENABLED;JALAN DR. JUNJUNAN NOMOR 121;PAJAJARAN, KEC. CICENDO;;KOTA BANDUNG;JB;40173;ID;Asia/Jakarta;3000015702;;CRP;YES;NO;CRP(TO),CRP_SBYTR;;IDR;NO;No;YES;YES;Allow;Both
3000019478;PT. CITRA BUANA UNGGUL;ENABLED;JL. RAYA JAKARTA SERANG KM. 69;SERANG;SERANG;SERANG;BT;42186;ID;Asia/Jakarta;3000019478;;CBU415000;YES;NO;EXIM_CBU;;IDR;NO;No;YES;YES;Allow;Both
3000013310;PT. COBRA DENTAL INDONESIA;ENABLED;JL. PAKUNINGRATAN NO. 69,;COKRODININGRATAN, JETIS;;YOGYAKARTA;YO;55233;ID;Asia/Jakarta;3000013310;;CDI;YES;NO;CDI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000001302;PT. CS2 POLA SEHAT;ENABLED;JL. YOS SUDARSO NO. 143;DAAN MOGOT KM. 19, BATU CEPER;TANGERANG;TANGERANG;BT;15122;ID;Asia/Jakarta;3000001302;;CSP;YES;NO;CPS(TO);;IDR;NO;No;YES;YES;Allow;Both
3000021685;PT. DAESANG AGUNG INDONESIA;ENABLED;JL. PERINTIS KEMERDEKAAN NO. 1-3,;PULOGADUNG;;JAKARTA TIMUR;JK;13260;ID;Asia/Jakarta;3000021685;;DAI;YES;NO;DAI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000001329;PT. DAN LIRIS;ENABLED;JL. MERAPI NO. 23;BANARAN GROGOL;;KAB. SUKOHARJO;JT;57552;ID;Asia/Jakarta;3000001329;;3000001329;YES;NO;DLR_SMG(TR;;IDR;NO;No;YES;YES;Allow;Both
3000021694;PT. DECON MULTI INDUSTRI;ENABLED;EQUITY TOWER BUILDING 35TH FLOOR SCBD LOT 9,;JL. JEND. SUDIRMAN KAV. 52-53,;SENAYAN, KEBAYORAN BARU;JAKARTA SELATAN;JK;12190;ID;Asia/Jakarta;3000021694;;DCM;YES;NO;DCM(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020553;PT. DELTA MERLIN SANDANG TEXTILE 1;ENABLED;JL. WONOGIRI - SUKOHARJO,;BULAKREJO PANDEYAN RW.004;SUKOHARJO;SUKOHARJO;JT;57551;ID;Asia/Jakarta;3000020553;;3000020553;YES;NO;DMS_SMG(TO;;IDR;NO;No;YES;NO;Do Not Allow;None
3000020542;PT. DELTA MERLIN SANDANG TEXTILE 3;ENABLED;JL. WONOGIRI - SUKOHARJO,;BULAKREJO PANDEYAN RW.004;SUKOHARJO;SUKOHARJO;JT;57551;ID;Asia/Jakarta;3000020542;;3000020542;YES;NO;DMT_SMG(TO;;IDR;NO;No;YES;NO;Do Not Allow;None
3000021695;PT. DEMIX SARANA INDUSTRI INDONESIA;ENABLED;PONDOK INDAH OFFICE TOWER 3 LANTAI 17,;SUITE M17, JL. SULTAN ISKANDAR MUDA KAV. V-TA,;RT. 004 / RW. 003, PONDOK PINANG, KEBAYORAN LAMA,;JAKARTA SELATAN;JK;12310;ID;Asia/Jakarta;3000021695;;DSI;YES;NO;DSI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020670;PT. DIGITAL TRUK INDONESIA;ENABLED;MENARA RAJAWALI, LEVEL 7-1;JL. DR. IDE ANAK AGUNG GDE AGUNG,;KAWASAN MEGA KUNINGAN, KUNINGAN TIMUR;JAKARTA SELATAN;JK;12950;ID;Asia/Jakarta;3000020670;;DTI;YES;NO;DTI(R),DTI(RV),DTI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020356;PT. DRYMIX INDONESIA;ENABLED;INFINIA PARK KOMPLEKS PERKANTORAN;JL. DR. SAHARJO NO. 45 BLOK B-78;;JAKARTA SELATAN;JK;12850;ID;Asia/Jakarta;3000020356;;DMI;YES;NO;DMI(KG),DMI(TO);;IDR;NO;No;YES;YES;Allow;Both
8000000015;PT. DUNIA KIMIA JAYA;ENABLED;KAWASAN INDUSTRI GREENLAND BATAVIA BLOK BD NO.1;SUKAMAHI CIKARANG PUSAT;JAWA BARAT;CIKARANG PUSAT;JB;17530;ID;Asia/Jakarta;8000000015;;8000000015;YES;NO;DKJ(RENT),DKJ(RV),DKJ(TO),DKJ_MDN(KG,DKJ_MDN(TO,DKJ_SMG(KG,DKJ_SMG(TO,EXIM_DKJ(T,EXIM_DKJBU,EXIM_DKJ_S;;IDR;NO;No;YES;YES;Allow;Both
3000019899;PT. ELECTROLUX INDONESIA;ENABLED;JL ABDUL MUIS NO 34;PETOJO SELATAN GAMBIR;;JAKARTA PUSAT;JK;10160;ID;Asia/Jakarta;3000019899;;3000019899;YES;NO;ELI(R),ELI_SBUTRI,EXIM_ELISB;;IDR;NO;No;YES;YES;Allow;Both
3000020533;PT. ENEX TRADING INDONESIA;ENABLED;THE PLAZA OFFICE TOWER 25 FL.;JL. M.H. THAMRIN KAV. 28-30;;JAKARTA PUSAT;JK;10350;ID;Asia/Jakarta;3000020533;;EXT;YES;NO;EXT(R);;IDR;NO;No;YES;YES;Allow;Both
3000015742;PT. EVERBRIGHT;ENABLED;JL. RAZAK NO. 7, SEKIP;MEDAN PETISAH;;SUMATERA UTARA;SU;20113;ID;Asia/Jakarta;3000015742;;3000015742;YES;NO;ERB(RENTAL;;IDR;NO;No;YES;YES;Allow;Both
3000020661;PT. GALATTA ABADI PLASTINDO;ENABLED;JL LETJEND JAMIN GINTING KM 20,4;PERTAMPILEN, PANCUR BATU;KAB DELI SERDANG;DELI SERDANG;SU;20353;ID;Asia/Jakarta;3000020661;;3000020661;YES;YES;GAP_MDN(TO;;IDR;NO;No;YES;YES;Do Not Allow;None
3000019518;PT. GCM MARKETING SOLUTIONS INDONESIA;ENABLED;GOLD COAST OFFICE EIFELL TOWER LANTAI 3 UNIT A&T,;JL. PANTAI INDAH BOULEVARD PANTAI INDAH KAPUK;KAMAL MUARA PENJARINGAN;JAKARTA UTARA;JK;14470;ID;Asia/Jakarta;3000019518;;3000019518;YES;NO;EXIM_GCM,EXIM_GCM_M,EXIM_GCMSB,EXIM_GCMSM,GCM(TO),GCM_MDN(TR,GCM_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000021245;PT. GLOBAL JASA EXPRESS;ENABLED;JALAN RIAU UJUNG RT. 002 / RW. 007;TAMPAN, PAYUNG SEKAKI;;PEKANBARU;RI;28292;ID;Asia/Jakarta;3000021245;;GJE;YES;NO;GJE(TO);;IDR;NO;No;YES;YES;Allow;Both
3000019958;PT. GOLDEN MANDIRI JAYA;ENABLED;JL. RAYA JAKARTA BOGOR KM. 48 NANGEWER NO. 56;RT. 003 RW. 003 NANGGEWER;CIBINONG;KAB. BOGOR;JB;00000;ID;Asia/Jakarta;3000019958;;3000019958;YES;NO;GMJ_SMG(TR;;IDR;NO;No;YES;NO;Do Not Allow;None
3000002026;PT. GOODYEAR INDONESIA;ENABLED;JL. PEMUDA,NO. 27,RT.01/RW.07;KB. PEDES,KEC. TANAH SEREAL;KOTA BOGOR,JAWA BARAT;JAWA BARAT;JK;16161;ID;Asia/Jakarta;3000002026;;3000002026;YES;NO;EXIM_GYI(T;;IDR;NO;No;YES;YES;Allow;Both
3000020093;PT. GUNUNG MAS PERKASA ABADI;ENABLED;KOMP. GUDANG 1 BLOK D NOMOR 10;TAMAN BALOI;;BATAM;KR;29432;ID;Asia/Jakarta;3000020093;;GMP;YES;NO;GMP(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020491;PT. HARAPAN MITRA KREASI;ENABLED;JL. GRIYA SEJAHTERA BLOK L1 NO. 16;SUNTER AGUNG, RT. 008/RW. 020;TANJUNG PRIOK;JAKARTA UTARA;JK;14350;ID;Asia/Jakarta;3000020491;;HMK;YES;NO;HMK(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020488;PT. HARAPAN MITRA SEJATI;ENABLED;JL. GRIYA SEJAHTERA BLOK L1 NO. 15;SUNTER AGUNG, RT. 008/RW. 020;TANJUNG PRIOK;JAKARTA UTARA;JK;14350;ID;Asia/Jakarta;3000020488;;HMS;YES;NO;HMS(TO);;IDR;NO;No;YES;YES;Allow;Both
3000002182;PT. HARDAYA INTI PLANTATIONS;ENABLED;JL. CIKINI RAYA NO. 78;RT. 10 / RW. 4;;JAKARTA PUSAT;JK;10330;ID;Asia/Jakarta;3000002182;;3000002182;YES;NO;HIP(TO);;IDR;NO;No;YES;YES;Allow;Both
3000020184;PT. HASA PRIMA KIMIA;ENABLED;GADING SERPONG SEKTOR 6 BLOK GC 4 NO. 7;;;TANGERANG;BT;15810;ID;Asia/Jakarta;3000020184;;HPK;YES;NO;HPK(TO),HPK_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000002398;PT. ICI PAINTS INDONESIA;ENABLED;TITAN CENTER LT. 9 DAN LT. 11;JL. BOULEVARD BINTARO JAYA B.7/B.1 NO. 05;BINTARO JAYA SEKTOR 7, PONDOK AREN;TANGERANG SELATAN;BT;15224;ID;Asia/Jakarta;3000002398;;IPI;YES;NO;IPI(TO);;IDR;NO;No;YES;YES;Allow;Both
3000011390;PT. INDO THAI TRADING;ENABLED;JL. BULEVAR KELAPA GADING LA3 NO.1 RT.000 RW.000;GEDUNG MENARA SATU, LANTAI 1, UNIT 0102;JAKARTA UTARA;JAKARTA UTARA;JK;14240;ID;Asia/Jakarta;3000011390;;3000011390;YES;NO;EXIM_ITT(T,EXIM_ITT_M,EXIM_ITT_S,EXIM_ITT_H,ITT(TO),ITT_MDN(TR,ITT_SBYTRI,ITT_SMG(TR;;IDR;NO;No;YES;YES;Allow;Both
IRS;PT. INDO-RAMA SYNTHETICS TBK.;ENABLED;GRAHA IRAMA 17TH FLOOR,;JL. H. R. RASUNA SAID BLOK X1 KAV. 1-2,;JAKARTA SELATAN;JAKARTA SELATAN;JK;12950;ID;Asia/Jakarta;IRS;;IRS;YES;NO;IRS(TO);;IDR;NO;No;YES;YES;Allow;Both
3000021743;PT. INDOCOOL SOLUSI CEMERLANG;ENABLED;JL. LANBAU NO. 178 DESA LEUWINUTUG RT. 005/005;BELAKANG KAWASAN INDUSTRI SENTUL,;CITEUREUP, BOGOR;BOGOR;JB;16810;ID;Asia/Jakarta;3000021743;;ISC;YES;NO;ISC(TO);;IDR;NO;No;YES;YES;Allow;Both
3000015647;PT. INDOCORR PACKAGING CIKARANG;ENABLED;JL. INDUSTRI SEL. 2 NO.19;PASIRSARI,CIKARANG SEL;BEKASI,JAWA BARAT;JAWA BARAT;JK;17530;ID;Asia/Jakarta;3000015647;;3000015647;YES;NO;EXIM_IPC(T;;IDR;NO;No;YES;YES;Allow;Both
3000002495;PT. INDOFOOD CBP SUKSES MAKMUR TBK;ENABLED;SUDIRMAN PLAZA-INDOFOOD CBP SUKSES MAKMUR TBK;JL JEND SUDIRMAN KAV.76-78,SETIA BUDI;JAKARTA SELATAN;JAKARTA SELATAN;JK;12910;ID;Asia/Jakarta;3000002495;;3000002495;YES;NO;EXIM_IND,EXIM_IND_M,EXIM_INDSB,IND_MDN(TO;;IDR;NO;No;YES;YES;Allow;None
3000020763;PT. INDOFOOD FORTUNA MAKMUR;ENABLED;GEDUNG SUDIRMAN PLAZA INDOFOOD TOWER LT 23;JL JEND SUDIRMAN KAV 76-78, SETIABUDI;DKI JAKARTA;DKI JAKARTA;JK;12910;ID;Asia/Jakarta;3000020763;;;NO;;;;;;;NO;;;
