25809,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
25810,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
25811,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
25891,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
25892,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
25893,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
25901,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
25922,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
25935,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
25940,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
25949,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
25952,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
25975,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
25984,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKALIJATI
25995,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKALIJATI
25997,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
25998,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
26010,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
26019,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGPALIMANAN
26022,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
26042,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
26071,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
26072,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
26079,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
26113,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGPALIMANAN
26124,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
26134,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
26145,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGPALIMANAN
26151,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
26152,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
26156,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
26157,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
26168,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
26183,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
26184,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
26225,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGPALIMANAN
26255,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
26256,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
26259,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
26267,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
26276,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
26278,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
26311,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,AMATIGARAKSA
26314,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
26316,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
26347,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMEGAMENDUNG
26348,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMEGAMENDUNG
26388,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
26393,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,AMATIGARAKSA
26411,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMEGAMENDUNG
26439,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,AMATIGARAKSA
26555,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26576,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26655,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26728,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26780,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26808,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26881,SCI_SBY(TRIP),DEFAULT,ALL,SCIKEBOMAS,SCINGANJUK
26973,SDN(TRIP),DEFAULT,ALL,"SDNBUAH BATU",SDNLEMBANG
26989,SDN(TRIP),DEFAULT,ALL,"SDNBUAH BATU","SDNKABUPATEN BANDUNG SELATAN"
26991,SDN(TRIP),DEFAULT,ALL,"SDNBUAH BATU",SDNPADALARANG
26992,SDN(TRIP),DEFAULT,ALL,"SDNBUAH BATU","SDNKABUPATEN BANDUNG SELATAN"
27011,SGM(TRIP_ONCALL),DEFAULT,ALL,SGMCITEUREUP(SHUTTLE),SGMCILEUNGSI(PP)
27080,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCINAMBO,SHPCIKAMPEK
27082,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCINAMBO,SHPCIKAMPEK
27086,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCIKAMPEK,SHPCINAMBO
27090,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCINAMBO,SHPCIKAMPEK
27091,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCIKAMPEK,SHPCINAMBO
27093,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCINAMBO,"SHPCIKARANG UTARA"
27100,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCIKAMPEK,SHPCINAMBO
27134,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCINAMBO(OS),SHPCIKAMPEK(OS)
27173,SHP(TRIP_ONCALL),DEFAULT,ALL,SHPCINAMBO,SHPCAKUNG
27195,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGTUGU
27199,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGKEBAKKRAMAT
27203,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGKEBAKKRAMAT
27204,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGTUGU
27210,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGKEBAKKRAMAT
27211,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGTUGU
27212,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGTUGU
27214,SIG(KG),DEFAULT,ALL,"SIGCIKARANG BARAT(1P)",SIGKEBAKKRAMAT
27230,SIP(KG_16TON),DEFAULT,ALL,"SIPTANJUNG PRIOK","SIPKOTA BARU"
27237,SIP(KG_16TON),DEFAULT,ALL,"SIPTANJUNG PRIOK","SIPKOTA BARU"
27239,SIP(KG_25TON),DEFAULT,ALL,"SIPTANJUNG PRIOK","SIPKOTA BARU"
27248,SIP(KG_25TON),DEFAULT,ALL,"SIPTANJUNG PRIOK","SIPKOTA BARU"
27261,SKA(TRIP_ONCALL),DEFAULT,ALL,"SKACIKARANG BARAT",SKACAMPAKA
27273,SKA(TRIP_ONCALL),DEFAULT,ALL,"SKACIKARANG BARAT",SKACAMPAKA
27288,SKA(TRIP_ONCALL),DEFAULT,ALL,"SKACIKARANG BARAT","SKAKOTA BARU CIKAMPEK"
27289,SKA(TRIP_ONCALL),DEFAULT,ALL,"SKACIKARANG BARAT","SKACILAMAYA WETAN"
27308,SKA(TRIP_ONCALL),DEFAULT,ALL,"SKACIKARANG BARAT",SKASUKATANI
27311,SKA(TRIP_ONCALL),DEFAULT,ALL,"SKACIKARANG BARAT",SKACITEUREUP
27429,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,SMETIGARAKSA
27431,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,SMETIGARAKSA
27433,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,SMETIGARAKSA
27439,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,"SMESINDANG JAYA"
27440,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,"SMESINDANG JAYA"
27443,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,"SMESINDANG JAYA"
27522,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,SMEKOSAMBI
27523,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,SMEKOSAMBI
27524,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG(1P),SMEWIRADESA
27525,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,SMEKOSAMBI
27542,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,"SMETELUKJAMBE TIMUR"
27543,SME(TRIP_ONCALL),DEFAULT,ALL,SMECAKUNG,"SMETELUKJAMBE TIMUR"
27577,SMR(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
27578,SMR(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
27579,SMR(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
27587,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27593,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,SMRCINAMBO
27632,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
27642,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,"SMRTAROGONG KIDUL"
27661,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
27670,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,"SMRTAROGONG KIDUL"
27686,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,SMRCINAMBO
27736,SMR(RENTAL_VARIABLE),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27751,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRKALIDERES
27756,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRKALIDERES
27757,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRKALIDERES
27765,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRKALIDERES
27778,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRKALIDERES
27827,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27831,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27839,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27840,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27856,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRWERU
27969,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
28010,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
28025,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
28048,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRCITEUREUP
28083,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
28091,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
28231,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,SMRCITEUREUP
28244,SMR(TRIP_ONCALL),DEFAULT,ALL,SMRTARUMAJAYA,"SMRCIKARANG SELATAN"
28281,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRSIAK
28284,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRMANDAU
28285,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRTAMPAN
28287,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN","SMRMEDAN JOHOR"
28298,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRMANDAU
28316,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN","SMRKOTA JUANG"
28318,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN","SMRUJUNG BATU"
28319,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRSIAK
28320,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN","SMRKOTO BESAR"
28336,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN","SMRUJUNG BATU"
28339,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRMANDAU
28349,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN","SMRUJUNG BATU"
28350,SMR_MDN(TRIP_ONCALL),DEFAULT,ALL,"SMRMEDAN BELAWAN",SMRSIAK
28376,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
28379,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
28421,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28422,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28460,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
28461,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
28462,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28544,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
28593,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28594,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28726,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28855,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(PP),SMRJATEN
28885,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
28886,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRJATEN
29141,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),SMRJATEN
29174,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),SMRJATEN
29175,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),SMRJATEN
29181,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),SMRJATEN
29182,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),SMRJATEN
29253,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),"SMRWONOSALAM DEMAK"
29255,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,"SMRCIKARANG SELATAN"
29256,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRPADALARANG
29258,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),"SMRWONOSALAM DEMAK"
29262,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,"SMRWONOSALAM DEMAK"
29263,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRPADALARANG
29270,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT,SMRPADALARANG
29274,SMR_SBY(TRIP),DEFAULT,ALL,SMRRUNGKUT(1P),"SMRWONOSALAM DEMAK"
29314,SPM(KG),DEFAULT,ALL,"SPMWAY SERDANG",SPMKRAGILAN
29315,SPM(KG),DEFAULT,ALL,"SPMWAY SERDANG",SPMKRAGILAN
29345,SSO(TRIP_ONCALL),DEFAULT,ALL,"SSOMEDAN SATRIA(PP)",SSOBERGAS(PP)
29369,SSO_SBY(TRIP),DEFAULT,ALL,SSOMOJOSARI,SSOJAGAKARSA
29407,SSO_SBY(TRIP),DEFAULT,ALL,SSOMOJOSARI(PP),SSOJAGAKARSA
29408,SSO_SBY(TRIP),DEFAULT,ALL,SSODRIYOREJO(PP),SSOJAGAKARSA
29409,SSO_SBY(TRIP),DEFAULT,ALL,SSODRIYOREJO,SSOJAGAKARSA
29445,SSO_SBY(TRIP),DEFAULT,ALL,SSOKEBOMAS(1P),SSOPOLANHARJO
29540,SSS(TRIP),DEFAULT,ALL,SSSCILEUNGSI,SSSPALMERAH
29550,SSS(TRIP),DEFAULT,ALL,SSSCILEUNGSI,"SSSTELUKJAMBE TIMUR"
29872,SWT(SR),DEFAULT,ALL,SWTCARINGIN,"SWTKUTA UTARA"
30211,SWT(TRIP_ONCALL),DEFAULT,ALL,SWTCARINGIN,"SWTKUTA UTARA"
30488,SWT(TRIP_ONCALL),DEFAULT,ALL,SWTCARINGIN,"SWTKUTA UTARA"
30532,TIV(IMPORT)EXCES_SBY,DEFAULT,ALL,TIVROMOKALISARI,TIVCITEUREUP
30544,TIV(IMPORT)EXCES_SBY,DEFAULT,ALL,TIVBENOWO,TIVCITEUREUP
30545,TIV(IMPORT)EXCES_SBY,DEFAULT,ALL,TIVKEBOMAS,TIVCITEUREUP
30561,TIV(IMPORT)_SBY,DEFAULT,ALL,TIVROMOKALISARI,TIVBEJI
30572,TIV(IMPORT)_SBY,DEFAULT,ALL,TIVBENOWO,TIVBEJI
30595,TIV(IMPORT)_SBY,DEFAULT,ALL,TIVKEBOMAS,TIVBEJI
30608,TIV(IMPORT)_SBY,DEFAULT,ALL,TIVROMOKALISARI,TIVCITEUREUP
30613,TIV(IMPORT)_SBY,DEFAULT,ALL,TIVBENOWO,TIVCITEUREUP
30614,TIV(IMPORT)_SBY,DEFAULT,ALL,TIVKEBOMAS,TIVCITEUREUP
30633,TIV(LOKAL),DEFAULT,ALL,"TIVCIKARANG BARAT","TIVCIKARANG TIMUR"
30641,TIV(LOKAL),DEFAULT,ALL,TIVBENOWO,TIVBEJI
30643,TIV(LOKAL),DEFAULT,ALL,TIVKEBOMAS,TIVBEJI
30654,TIV(LOKAL),DEFAULT,ALL,"TIVCIKARANG BARAT",TIVCITEUREUP
30658,TIV(LOKAL),DEFAULT,ALL,"TIVCIKARANG BARAT",TIVBEJI
30678,TIV(LOKAL),DEFAULT,ALL,"TIVCIKARANG BARAT","TIVCIKARANG TIMUR"
30698,TIV(LOKAL),DEFAULT,ALL,"TIVCIKARANG UTARA",TIVCITEUREUP
30730,TIV(LOKAL)EXCES_SBY,DEFAULT,ALL,TIVBENOWO,TIVCITEUREUP
30731,TIV(LOKAL)EXCES_SBY,DEFAULT,ALL,TIVKEBOMAS,TIVCITEUREUP
30744,TIV(LOKAL)EXCES_SBY,DEFAULT,ALL,TIVROMOKALISARI,TIVCITEUREUP
30769,TIV(LOKAL)_SBY,DEFAULT,ALL,TIVBENOWO,TIVBEJI
30770,TIV(LOKAL)_SBY,DEFAULT,ALL,TIVKEBOMAS,TIVBEJI
30804,TIV(LOKAL)_SBY,DEFAULT,ALL,TIVKEBOMAS,TIVBEJI
30818,TIV(RENTAL),DEFAULT,ALL,,
30819,TIV(RENTAL),DEFAULT,ALL,,
30820,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVTAKTAKAN
30821,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVTELUKJAMBE TIMUR"
30825,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVDEPOK CIREBON"
30826,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVCIKARANG UTARA"
30827,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVSUKARAJA SUKABUMI"
30828,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVBEKASI BARAT"
30831,TIV(RENTAL_VARIABLE),DEFAULT,ALL,"TIVCIKARANG PUSAT","TIVKARAWANG TIMUR"
30833,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVGEKBRONG,"TIVKARAWANG TIMUR"
30841,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVCIBINONG
30871,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVPADEMANGAN
30879,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVWARUNGGUNUNG,TIVCITEUREUP(BL)
30885,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVPADEMANGAN,TIVCITEUREUP
30893,TIV(RENTAL_VARIABLE),DEFAULT,ALL,"TIVGUNUNG PUTRI","TIVTELUKJAMBE TIMUR"
30899,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVCIRACAS
30900,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVKIARACONDONG
30901,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVPARUNG
30902,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVCIKARANG SELATAN"
30931,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVGEKBRONG
30932,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVBUNGURSARI
30933,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVPADEMANGAN
30934,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVCIKUPA
30939,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVCIJUJUNG
30942,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVJAKARTABARAT
30950,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVGUNUNG PUTRI"
30957,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVWARUNGGUNUNG
30962,TIV(RENTAL_VARIABLE),DEFAULT,ALL,"TIVKARAWANG BARAT","TIVKARAWANG TIMUR"
30964,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVKARAWANG
30966,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVSUMUR BANDUNG"
30986,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVWARUNGKONDANG
30997,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVJAKARTATIMUR
30998,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVBOGOR
30999,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVBEKASI
31005,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVKEMBANGAN
31006,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVJAKARTA UTARA"
31009,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVTANGERANG
31011,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVBANDUNG
31017,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVLURAH
31018,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVCIREBON
31019,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVPURWAKARTA
31020,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVSERANG
31023,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVCIMAHI SELATAN"
31024,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,"TIVJAKARTA SELATAN"
31028,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVPARUNG
31029,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVCENGKARENG
31035,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCICURUG,"TIVKARAWANG TIMUR"
31038,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVHARJAMUKTI
31042,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCENGKARENG,"TIVTELUKJAMBE TIMUR"
31056,TIV(RENTAL_VARIABLE),DEFAULT,ALL,TIVCITEUREUP,TIVSERANG
31062,TIV(TRIP_ONCALL),DEFAULT,ALL,"TIVCIKARANG BARAT(SHUTTLE)(OS)","TIVGUNUNG PUTRI(OS)"
31069,TIV(TRIP_ONCALL),DEFAULT,ALL,"TIVCIKARANG BARAT(SHUTTLE)","TIVGUNUNG PUTRI"
31106,TIV(TRIP_ONCALL),DEFAULT,ALL,"TIVKEDUNG WARINGIN(PP)",TIVCARINGIN
31133,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCITEUREUP(PC),"CAKUNG 8COMMERCE"
31147,TIV(TRIP_ONCALL),DEFAULT,ALL,"TIVGUNUNG PUTRI",TIVCITEUREUP
31161,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCITEUREUP,TIVWARUNGGUNUNG
